student,presentAllTests,filter_045-8h_2-3problems,filter_045-8h_predCeiling,filter_045-8h,complete_twoThirds,filter_predCeiling,test,timeOnTutor,problemsStarted,school,class,condition,condition2,sequence,form,duration,pretest_total,sum_rel_NL,sum_rel_comp,sum_rel_transfer,sum_rel_recUnit,sum_rel_total,sum_rel_NL_transfer,sum_rel_NL_transfer_recUnit,sum_rel_transfer_recUnit,pretest_total_median
Stu_0219136de66a5f3a0db28b2dd02a3dda,1,1,1,1,1,1,2,3:14:54,111,1,6,2,moderate,6,3,0:39:00,0.551851852,0.466666667,0.166666667,0.833333333,0.541666667,0.535185185,0.633333333,0.608888889,0.703703704,1
Stu_f4844c738cab499c40a07be5b4c4972e,1,1,1,1,1,1,2,2:09:56,126,4,29,2,moderate,29,1,0:09:00,0.566666667,0.6,0,0.833333333,0.416666667,0.524074074,0.706060606,0.628888889,0.648148148,2
Stu_becd00fb667e7fa692069afc423e7ca7,1,1,1,1,1,1,2,2:26:19,118,4,29,7,numberline,29,3,0:17:00,0.362962963,0.333333333,0,0.833333333,0.625,0.481481481,0.56060606,0.577777778,0.740740741,1
Stu_05e8954ca1a8c3a12436eca6835a621d,1,1,1,1,1,1,2,1:33:33,111,4,25,2,moderate,25,1,0:17:00,0.505555556,0.466666667,0.5,0.666666667,0.25,0.47962963,0.557575758,0.475555556,0.481481482,1
Stu_17ccef196180f04dd04afcd4eaf5f203,1,1,1,1,1,1,2,3:50:56,126,2,15,1,blocked,15,1,0:19:00,0.309259259,0.166666667,0,0.416666667,0.5,0.282407408,0.280303031,0.338888889,0.453703704,1
Stu_72912f5cea797e765ac757b485d4171c,1,1,1,1,1,1,2,3:39:24,126,2,17,2,moderate,17,3,0:26:00,0.502777778,0.1,1,0.666666667,0.75,0.551851852,0.357575758,0.462222222,0.703703704,1
Stu_f3bd3a1147c0c8f159840c4c2bed0288,1,1,1,1,1,1,2,2:57:32,126,3,23,4,increased,23,3,0:34:00,0.651851852,0.8,0.666666667,0.833333333,0.75,0.775925926,0.815151515,0.797777778,0.796296296,2
Stu_de050d27bc75537e6742b1be1186a330,1,1,1,1,1,1,2,2:39:45,112,1,5,5,circle,5,2,0:23:00,0.420370371,0.4,0.666666667,0.833333333,0.75,0.642592593,0.596969697,0.637777778,0.796296296,1
Stu_2a0b823d015e212365a16f380c1b54e8,1,1,1,1,1,1,2,3:26:55,126,2,17,4,increased,17,2,0:18:00,0.331481481,0.066666667,0,0.333333333,0.416666667,0.207407408,0.187878788,0.248888889,0.37037037,1
Stu_5948ec9e8a5c005506e31c84d6d8961b,1,1,1,1,1,1,2,3:11:52,126,2,15,2,moderate,15,2,0:16:00,0.514814815,0.533333333,0,0.75,0.25,0.441666667,0.631818182,0.53,0.527777778,1
Stu_0cfcc8521a7c73c8e642667a5314f321,1,1,0,1,1,0,2,2:52:59,111,1,3,2,moderate,3,2,0:16:00,0.737037037,0.466666667,1,1,1,0.822222222,0.709090909,0.786666667,1,2
Stu_8ebcacdced16cc8e3010875bc3514449,1,1,1,1,1,1,2,3:16:04,126,3,22,2,moderate,22,1,0:25:00,0.740740741,0.5,0.333333333,0.916666667,0.5,0.587962963,0.68939394,0.638888889,0.731481482,2
Stu_2fd29e4bc51bde5c4c548818b338f41f,1,1,1,1,1,1,2,3:14:41,126,1,4,2,moderate,4,2,0:17:00,0.731481481,1,0,0.833333333,0.833333333,0.75,0.924242424,0.9,0.833333333,2
Stu_991dbe0876d891ec67402c5bb7f2e9c1,1,1,1,1,1,1,2,4:45:00,118,3,20,7,numberline,20,3,0:18:00,0.274074074,0.166666667,0,0,0.125,0.083333333,0.090909091,0.1,0.055555556,1
Stu_d282bbbb232525570b1f511065832a7d,1,1,1,1,1,1,2,3:03:14,126,3,22,3,interleaved,22,1,0:25:00,0.385185185,0.6,0.666666667,0.833333333,0.791666667,0.718518519,0.706060606,0.728888889,0.814814815,1
Stu_03663f81703974bda3196288bbf66b81,1,1,1,1,1,1,2,4:14:56,111,2,9,4,increased,9,2,0:35:00,0.342592592,0.233333333,0,0.25,0.416666667,0.239814815,0.240909091,0.287777778,0.324074074,1
Stu_4c475c6c0ce9adccdb9a377674497465,1,1,1,1,1,1,2,3:20:55,126,2,15,1,blocked,15,3,0:10:00,0.588888889,0.166666667,0,0.5,0.541666667,0.314814815,0.318181818,0.377777778,0.518518519,2
Stu_8becc7995ad43a7a8f3379ac21130fba,1,1,1,1,1,1,2,4:13:43,126,2,9,4,increased,9,2,0:11:00,0.346296296,0.1,0,0.833333333,0.625,0.403703704,0.433333333,0.484444444,0.740740741,1
Stu_674d6e235d85444f74cacc9931b97bbd,1,1,0,1,1,0,2,2:51:02,118,1,6,7,numberline,6,3,0:36:00,0.755555556,0.866666667,0.5,0.833333333,1,0.825925926,0.851515152,0.891111111,0.907407407,2
Stu_fa84e85213b7569c7107fdb4be8fafbb,1,1,1,1,1,1,2,2:14:24,126,4,29,4,increased,29,2,0:22:00,0.37962963,0.2,0,0.5,0.708333333,0.362962963,0.336363636,0.435555555,0.592592592,1
Stu_84994d354a010153db418cacc5b143b7,1,1,1,1,1,1,2,2:53:26,126,2,17,4,increased,17,3,0:25:00,0.633333333,0.333333333,1,1,0.25,0.611111111,0.636363636,0.533333333,0.666666667,2
Stu_ca2e8b419e37b37a8ddce91700818441,1,1,1,1,1,1,2,7:07:46,126,3,23,1,blocked,23,1,0:30:00,0.633333333,0.933333333,0.666666667,1,0.416666667,0.792592593,0.963636363,0.817777778,0.740740741,2
Stu_babe5be7cf31b15d96831cc8c9bd7626,1,1,1,1,1,1,2,5:12:59,126,3,23,2,moderate,23,1,0:14:00,0.287037037,0.333333333,0,0.333333333,0.375,0.287037037,0.333333333,0.344444444,0.351851852,1
Stu_d5d61425646ed1d895555b8a5a9d0043,1,1,1,1,1,1,2,3:01:16,126,1,1,2,moderate,1,3,0:24:00,0.552777778,0.533333333,0.666666667,0.916666667,1,0.765740741,0.707575758,0.785555556,0.953703704,1
Stu_3cf0015e21a21dabb53c1080cf14e5a7,1,1,1,1,1,1,2,3:39:08,126,1,4,2,moderate,4,2,0:13:00,0.417592593,0.2,0.5,0.5,0.833333333,0.474074074,0.336363636,0.468888889,0.648148148,1
Stu_4b66defa0ec037c2ddd793e2fb000a9a,1,1,1,1,1,1,2,4:00:16,118,2,17,7,numberline,17,3,0:28:00,0.411111111,1,0,0.666666667,0.625,0.657407408,0.848484849,0.788888889,0.648148148,1
Stu_8aae219d81719734ac10384bce85db87,1,1,1,1,1,1,2,4:01:10,116,2,7,1,blocked,7,3,0:24:00,0.551851852,0.866666667,0,0.5,0.75,0.594444445,0.7,0.713333333,0.611111111,1
Stu_67b0d1715e20120d2325188a693f5cfe,1,1,1,1,1,1,2,3:52:36,126,2,15,1,blocked,15,1,0:17:00,0.355555556,0.266666667,1,0.166666667,0.75,0.468518519,0.221212122,0.362222222,0.425925926,1
Stu_8ec0f8248f09202fd48bbdf90f4089a7,1,1,1,1,1,1,2,2:51:10,126,3,22,1,blocked,22,3,0:09:00,0.755555555,0.733333333,0.833333333,1,0.75,0.827777778,0.854545454,0.826666667,0.888888889,2
Stu_875d3347100e81b293e8ece803c78abf,1,1,1,1,1,1,2,2:56:25,126,2,15,1,blocked,15,2,0:09:00,0.666666667,0.133333333,0.5,0.5,0.625,0.405555555,0.3,0.386666667,0.555555556,2
Stu_3424f65fd324f5acbbcbfb1d1916e38d,1,1,0,1,1,0,2,1:53:29,126,4,29,1,blocked,29,3,0:12:00,0.822222222,0.733333333,1,1,0.25,0.744444444,0.854545454,0.693333333,0.666666667,2
Stu_13c739cc2ac583df28b45ae2917fbce6,1,1,1,1,1,1,2,3:43:22,107,4,25,7,numberline,25,3,0:17:00,0.218518519,0.1,0,0.166666667,0.416666667,0.172222222,0.13030303,0.206666667,0.277777778,1
Stu_75f479118f41c6a32f11c667e71dde42,1,1,1,1,1,1,2,3:14:35,126,3,22,2,moderate,22,2,0:26:00,0.42037037,0.266666667,0.666666667,0.333333333,0.666666667,0.440740741,0.296969697,0.395555556,0.481481481,1
Stu_1bfc65cd36fb6211ea966b1d86b77f3c,1,1,0,1,1,0,2,2:06:05,126,3,28,1,blocked,28,3,0:14:00,0.844444444,1,1,1,0.833333333,0.962962963,1,0.955555555,0.925925926,2
Stu_ef2f765890131f81827620e232b80476,1,1,1,1,1,1,2,3:07:27,112,3,20,5,circle,20,3,0:22:00,0.130555556,0.166666667,0.333333333,0.166666667,0.5,0.268518519,0.166666667,0.255555556,0.314814815,1
Stu_a7677f3a7978d2ea5bcb12eb9c738035,1,1,1,1,1,1,2,2:10:47,126,4,31,2,moderate,31,3,0:23:00,0.722222222,1,1,1,0.833333333,0.962962963,1,0.955555555,0.925925926,2
Stu_b16b9a1d043e26019df6f9359dd2d919,1,1,1,1,1,1,2,3:00:34,126,2,7,3,interleaved,7,1,0:14:00,0.50462963,0.666666667,0.333333333,0.833333333,1,0.731481481,0.742424242,0.811111111,0.907407407,1
Stu_e96bcec468fa5f96af04592eab19a44a,1,1,0,1,1,0,2,1:53:47,116,4,31,4,increased,31,1,0:08:00,0.781481482,0.466666667,1,0.833333333,0.916666667,0.757407408,0.633333333,0.708888889,0.87037037,2
Stu_f31040d9446f296e233b468702399173,1,1,1,1,1,1,2,3:03:41,119,4,29,2,moderate,29,1,0:20:00,0.055555556,0.2,0.166666667,0.5,0.375,0.316666667,0.336363636,0.346666667,0.444444444,1
Stu_5db57d25b2f2dc108f34a0f9e2dbec59,1,1,1,1,1,1,2,2:14:17,126,3,28,1,blocked,28,3,0:16:00,0.727777778,0.466666667,1,1,0.666666667,0.748148148,0.709090909,0.697777778,0.851851852,2
Stu_935d63d16c48ae91df2ae44bd4fb047b,1,1,0,1,1,0,2,3:09:23,126,2,7,2,moderate,7,1,0:22:00,0.790740741,1,1,0.75,0.625,0.847222222,0.886363636,0.816666667,0.694444444,2
Stu_bb31f0449457cb7b93d7108af032791f,1,1,1,1,1,1,2,3:21:32,126,1,5,1,blocked,5,1,0:19:00,0.662962963,1,1,0.916666667,0.541666667,0.875,0.962121212,0.85,0.75,2
Stu_6466d8d84d88cebaa4e8b6cfb93599b3,1,1,1,1,1,1,2,2:43:53,126,3,22,1,blocked,22,2,0:23:00,0.362037037,0.1,1,0.666666667,0.708333333,0.542592593,0.357575758,0.451111111,0.685185185,1
Stu_79f992f66a8803ba4a9d32f8b613a10f,1,1,1,1,1,1,2,2:35:54,126,3,22,1,blocked,22,3,0:10:00,0.218518519,0.433333333,0.666666667,0.333333333,0.625,0.487037037,0.387878788,0.451111111,0.462962963,1
Stu_f9af6c738084824de9b7e789bc9ced81,1,1,1,1,1,1,2,3:43:54,127,1,5,3,interleaved,5,3,0:12:00,0.591666667,0.533333333,1,0.833333333,0.208333333,0.622222222,0.669696969,0.546666666,0.555555555,2
Stu_adb6ff10f45b1ef537588cf6e2492865,1,1,0,1,1,0,2,2:09:24,126,1,3,4,increased,3,2,0:19:00,0.933333333,1,1,1,1,1,1,1,1,2
Stu_de32c2cc574a118ab9efc8b58e2622bc,1,1,1,1,1,1,2,2:41:22,126,3,22,2,moderate,22,1,0:09:00,0.782407408,0.466666667,0.333333333,1,0.666666667,0.637037037,0.709090909,0.697777778,0.851851852,2
Stu_cf299657421a46bf8d0c5d34b142baee,1,1,1,1,1,1,2,3:21:05,126,1,1,2,moderate,1,2,0:12:00,0.42037037,0.466666667,0.333333333,1,0.833333333,0.674074074,0.709090909,0.742222222,0.925925926,1
Stu_6990bd426ea9e775aaac7cfadbf6f4f1,1,1,1,1,1,1,2,2:20:00,126,4,25,1,blocked,25,3,0:12:00,0.62037037,0.8,1,1,0.5,0.822222222,0.890909091,0.786666667,0.777777778,2
Stu_3546243c148e1c0fd550487155c2633a,1,1,1,1,1,1,2,2:45:55,126,1,6,2,moderate,6,2,0:18:00,0.688888889,0.866666667,0.833333333,1,1,0.927777778,0.927272727,0.946666667,1,2
Stu_9f440b0bb661567766c0d9aee899e38c,1,1,0,1,1,0,2,2:08:52,126,1,1,4,increased,1,1,0:16:00,0.933333333,0.8,1,1,1,0.933333333,0.890909091,0.92,1,2
Stu_86441f5569420b118f29b35db58b1302,1,1,1,1,1,1,2,3:24:19,126,4,31,4,increased,31,1,0:23:00,0.181481482,0.866666667,0.333333333,0.666666667,0.666666667,0.677777778,0.775757576,0.746666667,0.666666667,1
Stu_c8b9cddcb61c0cfb096ef6a8b99a48ee,1,1,1,1,1,1,2,2:44:13,126,1,5,1,blocked,5,2,0:14:00,0.607407407,0.866666667,0.666666667,1,0.75,0.844444445,0.927272727,0.88,0.888888889,2
Stu_ab55a3e9e2dab7ba4110355f1581ef15,1,1,1,1,1,1,2,2:49:32,126,1,1,4,increased,1,2,0:18:00,0.668518518,0.4,1,0.833333333,1,0.753703704,0.596969697,0.704444444,0.907407407,2
Stu_b48b4a695730c69cf82a2051e588743c,1,1,1,1,1,1,2,6:17:47,126,4,25,1,blocked,25,2,0:09:00,0.538888889,0.466666667,0.666666667,0.666666667,0.708333333,0.609259259,0.557575758,0.597777778,0.685185185,1
Stu_2e9121fd839305a77a508af7a45b5ae7,1,1,1,1,1,1,2,4:05:44,126,2,17,3,interleaved,17,2,0:21:00,0.325925926,0.5,0.166666667,0.5,0.416666667,0.425925926,0.5,0.477777778,0.462962963,1
Stu_3152fd806a55fe5abffc86370e59c0e0,1,1,1,1,1,1,2,4:34:53,101,2,9,2,moderate,9,2,0:13:00,0.718518519,0.6,1,0.666666667,0.5,0.662962963,0.63030303,0.595555556,0.592592593,2
Stu_3e5cef34f5ce3532385a74bd9b1d2b0f,1,1,0,1,1,0,2,3:24:14,126,3,20,4,increased,20,2,0:27:00,0.796296296,1,0.666666667,0.666666667,0.625,0.768518519,0.848484849,0.788888889,0.648148148,2
Stu_23e8ae434f20a444e7f95d89042f3f34,1,1,1,1,1,1,2,5:43:38,126,3,20,4,increased,20,1,0:11:00,0.398148148,0.466666667,0.666666667,1,0.708333333,0.701851852,0.709090909,0.708888889,0.87037037,1
Stu_f37442127fa7fd2ea48cb8689ee592e6,1,1,1,1,1,1,2,3:02:35,126,1,1,1,blocked,1,2,0:18:00,0.55462963,0.333333333,0.666666667,0.916666667,1,0.699074074,0.598484848,0.705555556,0.953703704,1
Stu_ce9e7a1c87e1f11305b86affbbc84bdd,1,1,0,1,1,0,2,5:04:32,126,1,3,4,increased,3,2,0:19:00,0.825925926,0.866666667,0.333333333,1,0.833333333,0.807407407,0.927272727,0.902222222,0.925925926,2
Stu_73baa4732ae2626380a1bea00684c700,1,1,1,1,1,1,2,2:38:32,126,4,25,2,moderate,25,3,0:19:00,0.333333334,0.5,0.166666667,0.333333333,0.708333333,0.444444444,0.424242424,0.5,0.5,1
Stu_b013f92fa81a8ac5aef78bde4e887573,1,1,1,1,1,1,2,3:34:46,126,1,5,4,increased,5,1,0:25:00,0.438888889,0.466666667,0.666666667,0.833333333,0.5,0.609259259,0.633333333,0.597777778,0.685185185,1
Stu_65285ebd57918d3f0bac72a212a3f23e,1,1,0,1,1,0,2,2:34:21,126,1,1,1,blocked,1,2,0:09:00,0.696296296,0.466666667,1,1,1,0.822222222,0.709090909,0.786666667,1,2
Stu_88e4d78e867369d9af354a376d33a30a,1,1,1,1,1,1,2,7:41:57,126,1,1,2,moderate,1,3,0:15:00,0.744444444,0.866666667,0.833333333,1,0.833333333,0.890740741,0.927272727,0.902222222,0.925925926,2
Stu_ec9412a61f4ea3979f52c435e35012e8,1,1,1,1,1,1,2,3:29:58,99,2,15,1,blocked,15,2,0:15:00,0.12037037,0.1,0,0,0.166666667,0.07037037,0.054545455,0.084444445,0.074074074,1
Stu_488ba2055e0170deaa114b920393bdad,1,1,1,1,1,1,2,2:05:53,126,4,25,4,increased,25,2,0:18:00,0.427777777,0.566666667,0.666666667,0.666666667,0.5,0.596296297,0.612121212,0.582222222,0.592592593,1
Stu_29824806b2ceca13a6d99c682848beaf,1,1,1,1,1,1,2,3:23:00,126,1,1,1,blocked,1,3,0:19:00,0.606481482,0.666666667,0,0.916666667,0.875,0.671296297,0.780303031,0.805555556,0.898148148,2
Stu_538f412044fcf0017d0e2680305b58d9,1,1,1,1,1,1,2,4:21:29,126,3,23,1,blocked,23,2,0:15:00,0.406481481,0.333333333,1,0.5,0.833333333,0.601851852,0.409090909,0.522222222,0.648148148,1
Stu_8b2935ad16f580601b3d64f2a281810b,1,1,1,1,1,1,2,3:50:27,102,2,7,1,blocked,7,2,0:13:00,0.442592593,0.533333333,0,0.666666667,0.666666667,0.511111111,0.593939394,0.613333333,0.666666667,1
Stu_e805902104a16be0f94b05a563dd28e1,1,1,1,1,1,1,2,3:13:00,126,2,7,3,interleaved,7,3,0:10:00,0.555555556,0.466666667,0.333333333,0.416666667,0.75,0.493518519,0.443939394,0.525555556,0.564814815,1
Stu_d01d9b34130a516e9498003f7babe8d9,1,1,0,1,1,0,2,2:30:24,112,2,17,6,rectangle,17,1,0:18:00,0.931481481,0.933333333,1,1,1,0.977777778,0.963636363,0.973333333,1,2
Stu_e3f4411f6fcbaf51ccf5e702951eb310,1,1,1,1,1,1,2,4:57:38,101,3,23,1,blocked,23,3,0:25:00,0.192592593,0.2,0,0.166666667,0.541666667,0.233333334,0.184848485,0.28,0.333333334,1
Stu_a0d88b9ffc717c163b5e2331a8dc2beb,1,1,1,1,1,1,2,3:20:36,125,2,9,4,increased,9,1,0:16:00,0.688888889,1,0.666666667,1,1,0.944444445,1,1,1,2
Stu_4771d18d131733d18e0a5ccbb55fdaf3,1,1,0,1,1,0,2,3:13:56,113,2,17,3,interleaved,17,3,0:17:00,0.925925926,1,1,1,0.916666667,0.981481482,1,0.977777778,0.962962963,2
Stu_835cee4f5667c92324f17141f7e26c88,1,1,1,1,1,1,2,2:42:41,126,3,28,4,increased,28,1,0:17:00,0.617592593,0.866666667,0.333333333,1,1,0.844444445,0.927272727,0.946666667,1,2
Stu_2a91910904fb41d5ecf20e658e293aaf,1,1,0,1,1,0,2,3:26:03,126,1,3,1,blocked,3,2,0:16:00,0.916666667,0.4,0.5,1,1,0.716666667,0.672727273,0.76,1,2
Stu_7c305c0273cb53c65cf42bcc0bee06a6,1,1,1,1,1,1,2,2:47:34,99,4,29,3,interleaved,29,3,0:23:00,0.35,0.2,0,0.833333333,0.666666667,0.446296296,0.487878788,0.535555556,0.759259259,1
Stu_670f6963074fa943b5f50117c9c1dab8,1,1,1,1,1,1,2,2:35:25,125,1,6,4,increased,6,2,0:15:00,0.638888889,0.4,1,1,0.833333333,0.762962963,0.672727273,0.715555555,0.925925926,2
Stu_3ee88a2685b6d35ec2e4c2ae606be3b7,1,1,1,1,1,1,2,3:08:51,126,1,5,3,interleaved,5,2,0:25:00,0.72037037,0.866666667,1,1,1,0.955555556,0.927272727,0.946666667,1,2
Stu_be1bd303f56094e88a2cb4d1d5ede4c2,1,1,0,1,1,0,2,2:12:11,112,1,6,6,rectangle,6,2,0:13:00,0.794444445,1,1,1,0.833333333,0.962962963,1,0.955555555,0.925925926,2
Stu_d752ee03401cd95ef4a773e232209d0c,1,1,1,1,1,1,2,3:57:04,93,2,9,3,interleaved,9,3,0:27:00,0.700925926,0.866666667,0.666666667,0.5,0.833333333,0.724074074,0.7,0.735555556,0.648148148,2
Stu_b447040e0d138acc66334a3c956a7135,1,1,1,1,1,1,2,4:31:40,126,1,2,2,moderate,2,2,0:28:00,0.47962963,0.333333333,0.5,0.833333333,0.375,0.509259259,0.56060606,0.511111111,0.629629629,1
Stu_6d87225c1064a2f9e483667f4011d181,1,1,1,1,1,1,2,3:15:07,112,4,29,5,circle,29,2,0:11:00,0.135185185,0.1,0,0.166666667,0.125,0.107407408,0.13030303,0.128888889,0.148148148,1
Stu_a7e5c104fb3ebf73c9a08712824c493a,1,1,1,1,1,1,2,2:25:34,126,4,31,1,blocked,31,2,1:21:00,0.409259259,0.6,0,1,0.75,0.644444444,0.781818182,0.773333333,0.888888889,1
Stu_2c42b138d26591dc5b54152cfa791415,1,1,1,1,1,1,2,3:11:11,126,4,25,2,moderate,25,2,0:23:00,0.748148148,0.866666667,0.666666667,1,0.541666667,0.798148148,0.927272727,0.824444445,0.796296296,2
Stu_f9e4e31bde5d45bed6698b53f483af2c,1,1,0,1,1,0,2,2:00:33,126,4,31,4,increased,31,2,0:11:00,0.644444444,0.4,0.666666667,1,1,0.744444445,0.672727273,0.76,1,2
Stu_533ce1e7973750752733b575f05a9565,1,1,1,1,1,1,2,2:22:02,126,4,29,3,interleaved,29,3,0:12:00,0.427777778,0.733333333,0,0.75,0.75,0.619444444,0.740909091,0.743333333,0.75,1
Stu_33f585ad39c49eb30468ee16f2a43d31,1,1,1,1,1,1,2,3:51:50,126,1,1,3,interleaved,1,3,0:21:00,0.431481482,0.333333333,0.5,1,1,0.694444444,0.636363636,0.733333333,1,1
Stu_4d6801e0ce815644ba414e7b6cf3896d,1,1,1,1,1,1,2,4:00:13,126,1,6,3,interleaved,6,1,0:12:00,0.22962963,0.1,0.666666667,0.5,0.416666667,0.375925926,0.281818182,0.317777778,0.462962963,1
Stu_49b7f44516e349c65a2c958cd630bb70,1,1,1,1,1,1,2,2:54:32,106,2,7,3,interleaved,7,2,0:10:00,0.498148148,0.333333333,0.333333333,0.333333333,0.416666667,0.351851852,0.333333333,0.355555555,0.37037037,1
Stu_cfc0c295bc9d1e099738b3d7a4a320ca,1,1,1,1,1,1,2,3:11:11,112,2,7,6,rectangle,7,2,0:25:00,0.546296296,0.733333333,0,0.666666667,1,0.651851852,0.703030303,0.782222222,0.814814815,1
Stu_fd35ae3d66b7d0b5bd0a2c0d77c2b8d8,1,1,1,1,1,1,2,3:14:38,112,4,29,6,rectangle,29,3,0:21:00,0.138888889,0.3,0,0.333333333,0.291666667,0.257407407,0.315151515,0.308888889,0.314814815,1
Stu_4ca2668c44e0eec9323d47998b03f4e6,1,1,1,1,1,1,2,3:44:11,125,1,6,2,moderate,6,1,0:21:00,0.459259259,0.333333333,0,0.833333333,0.541666667,0.462962963,0.56060606,0.555555555,0.703703704,1
Stu_f0dd8724481a628f33c9736fb48392a9,1,1,1,1,1,1,2,7:53:31,126,3,23,4,increased,23,1,0:15:00,0.525925926,0.6,0.666666667,0.5,0.666666667,0.598148148,0.554545455,0.584444445,0.574074074,1
Stu_f6ca9d54f6db7a3a64faa0f08edddabd,1,1,0,1,1,0,2,2:31:51,126,1,6,1,blocked,6,2,0:25:00,0.82037037,0.866666667,1,1,1,0.955555556,0.927272727,0.946666667,1,2
Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c,1,1,1,1,1,1,2,3:00:46,126,2,7,2,moderate,7,2,0:11:00,0.698148148,0.5,0.833333333,1,0.916666667,0.787037037,0.727272727,0.777777778,0.962962963,2
Stu_cfccdc29e8fe68aa10553e0c6ec216ea,1,1,1,1,1,1,2,3:25:39,112,2,7,5,circle,7,2,0:22:00,0.737037037,0.533333333,0.666666667,0.833333333,0.25,0.575925926,0.669696969,0.557777778,0.574074074,2
Stu_144c675927ba36789ed6433f989b90da,1,1,1,1,1,1,2,3:56:41,102,2,9,4,increased,9,2,0:09:00,0.27962963,0.5,0.333333333,0.833333333,0.5,0.564814815,0.651515151,0.611111111,0.685185185,1
Stu_af3b6d148e2adc6b05a87132b862e155,1,1,1,1,1,1,2,3:21:51,126,1,5,1,blocked,5,2,0:17:00,0.524074074,0.366666667,0.833333333,1,0.75,0.705555556,0.654545455,0.68,0.888888889,1
Stu_90eaec73df0d512684fe630051a04724,1,1,1,1,1,1,2,3:37:41,118,1,2,7,numberline,2,2,0:11:00,0.25,0.733333333,0,0.5,0.375,0.466666667,0.627272727,0.56,0.444444444,1
Stu_d2bec0c9ceced9e987cc57b869eb6d57,1,1,0,1,1,0,2,2:43:01,126,1,5,4,increased,5,3,0:10:00,0.888888889,0.8,0.666666667,1,1,0.877777778,0.890909091,0.92,1,2
Stu_5c8963bd0eb07464ae0bfd8e847f090c,1,1,1,1,1,1,2,2:53:40,112,2,9,5,circle,9,1,0:20:00,0.664814815,0.933333333,0.5,0.833333333,0.916666667,0.82962963,0.887878788,0.895555555,0.87037037,2
Stu_77737d76e06843da0a694a186bfa06e4,1,1,1,1,1,1,2,2:32:13,112,3,22,5,circle,22,3,0:19:00,0.642592593,0.333333333,0.666666667,0.833333333,0.416666667,0.546296296,0.56060606,0.522222222,0.648148148,2
Stu_5be4a312952f0b877d3833a2475cad1d,1,1,1,1,1,1,2,3:29:31,110,4,25,5,circle,25,1,0:27:00,0.355555555,0.466666667,0,0.5,0.583333333,0.424074074,0.481818182,0.508888889,0.537037037,1
Stu_789a5467da3db17f0265ec1ed630e190,1,1,1,1,1,1,2,3:17:28,126,4,31,4,increased,31,1,0:22:00,0.360185185,0.566666667,0,1,0.625,0.605555556,0.763636364,0.726666667,0.833333333,1
Stu_2bf7614f688dbd63efac7129bd8254fa,1,1,1,1,1,1,2,3:01:13,126,3,28,2,moderate,28,3,0:39:00,0.57962963,0.6,0.666666667,0.5,0.666666667,0.598148148,0.554545455,0.584444445,0.574074074,2
Stu_942611a771fa730ed39c1590633eaaf5,1,1,1,1,1,1,2,2:17:07,118,1,1,7,numberline,1,2,0:17:00,0.662962963,0.666666667,0.833333333,0.833333333,1,0.814814815,0.742424242,0.811111111,0.907407407,2
Stu_393d6b2d24728a7e72914375802109e5,1,1,1,1,1,1,2,2:43:40,126,4,25,2,moderate,25,3,0:07:00,0.335185185,0.4,0,0.666666667,0.083333333,0.337037037,0.521212121,0.404444444,0.407407407,1
Stu_cff24feeb056a12b115ee8c7f02768a0,1,1,1,1,1,1,2,3:10:49,125,1,1,4,increased,1,2,0:22:00,0.405555556,0.4,0.333333333,0.833333333,0.666666667,0.568518518,0.596969697,0.615555556,0.759259259,1
Stu_03c2835b10aaf0656553c50c1e93f9b6,1,1,1,1,1,1,2,3:36:55,111,1,6,2,moderate,6,2,0:16:00,0.687037037,0.333333333,0.333333333,0.833333333,0.541666667,0.518518518,0.56060606,0.555555555,0.703703704,2
Stu_ecfcb02b77f13b9bde2a009d0e85e627,1,1,0,1,1,0,2,2:43:28,118,1,5,7,numberline,5,1,0:24:00,0.922222222,0.9,1,0.833333333,1,0.92037037,0.86969697,0.904444444,0.907407407,2
Stu_dcea6e0e2a4e84872b47d6eb2ae8a9ac,1,1,1,1,1,1,2,2:44:59,126,4,25,1,blocked,25,2,0:15:00,0.35462963,0.666666667,0.166666667,1,0.75,0.694444445,0.818181818,0.8,0.888888889,1
Stu_9969ad927bc300735c110f7824a3f7e2,1,1,1,1,1,1,2,3:26:57,118,3,22,7,numberline,22,3,0:09:00,0.699074074,0.666666667,0.666666667,1,0.666666667,0.75925926,0.818181818,0.777777778,0.851851852,2
Stu_d6f8f3c314240b1273bab7974507b296,1,1,1,1,1,1,2,3:54:54,110,2,7,4,increased,7,3,0:17:00,0.500925926,0.4,0.666666667,0.5,0,0.383333333,0.445454545,0.326666667,0.277777778,1
Stu_75df9ed6a7fa909c354170d84c8e2a77,1,1,1,1,1,1,2,1:50:38,112,1,5,6,rectangle,5,1,0:29:00,0.711111111,0.466666667,1,1,0.875,0.794444445,0.709090909,0.753333333,0.944444444,2
Stu_4e59d260ff2fb74e3cce5e335abb3af3,1,1,1,1,1,1,2,3:08:10,126,3,20,2,moderate,20,3,0:21:00,0.57962963,0.533333333,0.666666667,0.833333333,0.625,0.659259259,0.669696969,0.657777778,0.740740741,2
Stu_6a4db09cda9e6bea58866ddc295a6963,1,1,0,1,1,0,2,3:05:37,112,1,6,6,rectangle,6,3,0:21:00,0.833333333,0.4,1,1,0.666666667,0.725925926,0.672727273,0.671111111,0.851851852,2
